gene,total_wt1_IFNb,total_wt1,total_wt2_IFNb,total_wt2,total_wt3_IFNb,total_wt3,total_wt4_IFNb,total_wt4
ENSMUSG00000103716,0,0,0,0,0,0,0,0
ENSMUSG00000103548,0,0,0,0,1,0,0,1
ENSMUSG00000103760,0,0,0,0,0,0,0,0
ENSMUSG00000103997,0,0,0,0,0,0,0,0
ENSMUSG00000077231,0,0,0,0,0,0,0,0
ENSMUSG00000104417,0,0,0,0,0,0,0,0
ENSMUSG00000064601,0,0,0,0,0,0,0,0
ENSMUSG00000101714,0,0,0,0,0,0,0,0
ENSMUSG00000102531,1,0,0,0,2,0,0,1
ENSMUSG00000103096,0,0,0,0,0,0,0,0
ENSMUSG00000102279,0,0,0,0,0,0,0,0
ENSMUSG00000103708,0,0,0,0,0,0,0,0
ENSMUSG00000104201,0,0,0,0,0,0,0,0
ENSMUSG00000102434,2,3,3,6,2,0,3,3
ENSMUSG00000045216,1849,1996,1948,1379,1562,520,1482,1526
ENSMUSG00000104523,0,0,0,0,0,0,0,0
ENSMUSG00000102202,9,5,5,2,7,0,0,3
ENSMUSG00000037470,1764,1406,1696,1093,2367,264,1005,1529
ENSMUSG00000098752,0,0,1,0,0,1,1,0
ENSMUSG00000047180,1,0,2,0,2,0,3,0
ENSMUSG00000037447,1366,678,1449,329,1126,163,1113,415
ENSMUSG00000102762,2,3,2,1,2,2,0,2
ENSMUSG00000010453,3473,2849,3044,1751,3798,872,2051,2401
ENSMUSG00000098680,0,1,0,1,1,0,0,3
ENSMUSG00000037432,75,76,59,50,84,19,38,38
ENSMUSG00000001143,595,406,458,202,641,119,305,298
ENSMUSG00000037408,602,701,641,270,518,154,482,466
ENSMUSG00000104316,0,3,4,2,2,2,0,2
ENSMUSG00000106081,0,0,0,0,0,0,0,0
ENSMUSG00000001138,2345,2693,2441,1999,1949,745,1936,2089
ENSMUSG00000102845,0,0,0,0,0,0,0,0
ENSMUSG00000067653,21,22,24,5,22,7,26,17
ENSMUSG00000109510,0,0,0,0,0,0,0,0
ENSMUSG00000079610,293,273,364,131,325,52,235,207
ENSMUSG00000026121,1710,1513,1818,772,1229,362,1467,1111
ENSMUSG00000087589,107,91,132,78,83,22,78,62
ENSMUSG00000046337,13,8,11,2,8,2,3,4
ENSMUSG00000089906,0,0,0,0,0,1,0,0
ENSMUSG00000077939,0,0,0,0,0,0,0,0
ENSMUSG00000061518,3870,3508,4476,854,3692,852,2725,2431
ENSMUSG00000037351,8363,8955,8258,2529,7125,2065,5174,6071
ENSMUSG00000102416,2,0,0,0,1,0,0,0
ENSMUSG00000104237,3,2,1,1,2,0,2,0
ENSMUSG00000026117,1,1,1,0,0,1,0,2
ENSMUSG00000097291,0,0,0,0,0,0,0,0
ENSMUSG00000026116,1734,1429,1889,2466,1692,323,1047,1560
ENSMUSG00000103016,0,0,0,0,1,0,0,0
ENSMUSG00000102930,4,5,3,5,12,3,8,10
ENSMUSG00000103159,28,14,11,16,24,5,12,14
ENSMUSG00000080054,0,0,0,0,0,0,0,0
ENSMUSG00000095944,0,0,0,3,0,1,2,0
ENSMUSG00000050122,23,5,11,5,20,2,16,4
ENSMUSG00000103603,0,0,0,0,0,0,0,0
ENSMUSG00000026114,32,16,28,5,44,2,13,13
ENSMUSG00000102231,0,0,0,0,0,0,0,0
ENSMUSG00000026113,458,368,423,324,628,87,296,339
ENSMUSG00000086064,0,0,3,1,6,0,3,3
ENSMUSG00000102879,1,2,0,0,3,0,1,3
ENSMUSG00000026112,2179,2019,2090,1157,3038,463,1302,1723
ENSMUSG00000026111,950,827,1158,326,1285,212,603,664
ENSMUSG00000026110,95,114,123,127,141,23,47,104
ENSMUSG00000103948,0,0,0,1,2,0,0,1
ENSMUSG00000087233,0,0,0,0,0,0,1,0
ENSMUSG00000026090,81,101,82,65,74,18,43,83
ENSMUSG00000089767,0,0,0,0,0,0,0,0
ENSMUSG00000104365,0,0,0,0,1,0,0,0
ENSMUSG00000102650,0,0,0,2,1,0,0,1
ENSMUSG00000060771,48,32,42,25,71,4,14,25
ENSMUSG00000097268,0,0,0,0,0,0,1,0
ENSMUSG00000037216,53,48,33,23,44,5,20,17
ENSMUSG00000026088,150,25,171,13,248,1,93,29
ENSMUSG00000026087,2108,1140,1895,925,1796,242,1140,717
ENSMUSG00000061584,0,0,0,0,0,0,0,0
ENSMUSG00000087374,0,0,0,0,0,0,0,0
ENSMUSG00000026085,0,0,0,0,0,0,0,0
ENSMUSG00000089141,0,0,0,0,0,0,0,0
ENSMUSG00000058407,413,315,293,172,536,68,240,183
ENSMUSG00000026083,184,189,184,144,206,35,90,140
ENSMUSG00000026082,250,250,222,187,311,45,147,248
ENSMUSG00000103804,1,0,0,1,1,0,0,2
ENSMUSG00000102716,2,0,0,0,0,0,0,0
ENSMUSG00000037138,10,41,18,32,22,4,7,24
ENSMUSG00000085391,0,0,0,0,0,0,0,0
ENSMUSG00000085280,0,0,0,0,0,0,0,0
ENSMUSG00000087131,0,0,0,0,0,0,0,0
ENSMUSG00000102984,0,0,0,0,0,0,1,0
ENSMUSG00000102541,0,0,0,0,0,0,0,0
ENSMUSG00000103531,0,0,0,0,0,0,0,0
ENSMUSG00000048814,1759,1641,1830,1783,1631,369,890,1503
ENSMUSG00000026080,272,263,231,168,320,63,167,240
ENSMUSG00000103647,1,0,1,0,0,0,0,1
ENSMUSG00000102447,3,0,1,0,3,0,1,1
ENSMUSG00000067604,0,0,0,0,0,0,0,0
ENSMUSG00000026078,447,397,398,304,454,57,192,258
ENSMUSG00000103046,13,11,18,10,18,1,12,17
ENSMUSG00000104188,0,0,0,0,0,0,0,0
ENSMUSG00000103182,0,0,0,0,0,0,0,0
ENSMUSG00000098833,0,0,0,0,0,0,0,0
ENSMUSG00000026077,18,19,8,16,13,1,12,15
ENSMUSG00000092553,0,0,0,0,0,0,0,0
ENSMUSG00000092563,2,1,1,0,0,0,0,0
ENSMUSG00000073702,117,129,89,83,147,24,66,103
ENSMUSG00000003134,836,972,771,703,957,238,556,744
ENSMUSG00000102607,1,2,0,0,2,0,1,3
ENSMUSG00000065629,0,0,0,0,0,0,0,0
ENSMUSG00000104827,0,0,0,0,0,0,0,0
ENSMUSG00000003135,480,491,472,402,599,131,351,448
ENSMUSG00000085894,4,6,5,8,6,0,4,7
ENSMUSG00000077704,69,74,25,46,174,13,130,125
ENSMUSG00000048234,355,346,295,317,463,64,240,310
ENSMUSG00000064936,0,0,1,0,0,0,0,0
ENSMUSG00000102471,0,0,0,0,1,0,0,1
ENSMUSG00000050967,41,44,29,38,29,6,15,50
ENSMUSG00000097083,1,0,3,4,0,1,0,0
ENSMUSG00000057173,9,7,10,5,1,1,9,8
ENSMUSG00000091937,0,0,2,0,2,0,0,0
ENSMUSG00000101634,0,0,0,0,0,0,0,2
ENSMUSG00000026074,22888,21920,22233,15944,27017,4430,10944,19585
ENSMUSG00000102985,0,0,0,0,0,0,0,0
ENSMUSG00000026073,2,4,3,2,2,0,2,3
ENSMUSG00000097899,0,0,1,0,0,0,0,0
ENSMUSG00000102975,0,0,0,0,0,0,0,0
ENSMUSG00000026072,7,7,4,5,12,4,3,16
ENSMUSG00000103560,0,0,0,0,0,0,0,0
ENSMUSG00000070942,4,4,6,2,5,0,8,7
ENSMUSG00000103230,0,0,0,0,0,0,0,0
ENSMUSG00000026069,0,0,0,0,0,0,0,0
ENSMUSG00000026070,0,0,0,0,0,0,0,0
ENSMUSG00000026068,0,0,0,0,0,0,0,0
ENSMUSG00000104441,0,0,0,0,0,0,0,0
ENSMUSG00000026065,0,0,0,0,0,0,0,0
ENSMUSG00000102676,0,0,0,0,0,0,0,0
ENSMUSG00000026062,2,3,2,2,3,3,2,4
ENSMUSG00000103679,0,0,0,0,0,0,0,0
ENSMUSG00000103270,1,0,0,0,0,0,0,0
ENSMUSG00000041945,42,28,32,15,41,9,25,15
ENSMUSG00000079588,57,23,75,7,55,5,28,20
ENSMUSG00000094136,0,0,0,0,0,0,1,0
ENSMUSG00000104072,0,1,1,0,1,0,0,1
ENSMUSG00000100185,0,0,0,0,0,0,0,0
ENSMUSG00000100832,0,0,0,0,0,0,0,0
ENSMUSG00000100178,1,0,0,0,0,0,0,0
ENSMUSG00000101877,0,0,0,0,0,0,0,0
ENSMUSG00000053640,0,1,0,1,3,0,0,0
ENSMUSG00000101919,0,0,0,0,0,0,0,0
ENSMUSG00000101299,0,0,0,0,0,0,0,0
ENSMUSG00000100180,0,0,0,0,0,0,0,0
ENSMUSG00000103106,0,0,0,0,0,0,0,0
ENSMUSG00000060424,624,864,606,468,760,228,424,614
ENSMUSG00000104199,1,0,0,1,3,0,1,3
ENSMUSG00000093436,0,1,0,2,0,0,0,0
ENSMUSG00000045515,4662,5051,5235,4820,4608,1202,3214,4269
ENSMUSG00000097063,59,56,74,44,108,29,45,46
ENSMUSG00000099784,0,0,2,0,0,0,0,0
ENSMUSG00000060679,203,198,164,146,319,34,102,144
ENSMUSG00000077448,0,0,0,0,0,0,0,0
ENSMUSG00000041907,17,41,14,13,20,5,14,32
ENSMUSG00000089088,0,0,0,0,0,0,0,0
ENSMUSG00000070939,1113,1006,1130,686,1681,236,718,858
ENSMUSG00000100269,0,0,0,0,0,0,0,0
ENSMUSG00000041878,9,12,6,10,6,1,10,2
ENSMUSG00000010290,160,203,188,95,314,17,109,151
ENSMUSG00000008136,7,16,5,11,11,5,1,17
ENSMUSG00000094497,0,0,0,0,0,0,0,0
ENSMUSG00000099576,0,0,0,0,0,0,0,0
ENSMUSG00000099694,2,1,0,2,5,1,1,0
ENSMUSG00000101923,0,0,0,0,0,0,0,0
ENSMUSG00000066877,3138,2442,3645,1018,3667,520,1941,1769
ENSMUSG00000103422,8,8,7,7,20,3,5,18
ENSMUSG00000103945,25,19,29,25,34,11,10,50
ENSMUSG00000026051,219,225,270,149,375,44,158,207
ENSMUSG00000100764,0,0,0,0,1,0,0,1
ENSMUSG00000100635,1,2,1,0,1,0,1,0
ENSMUSG00000100480,0,2,1,0,0,1,0,0
ENSMUSG00000057363,119,119,136,90,212,22,80,100
ENSMUSG00000090243,2,5,2,0,2,0,4,2
ENSMUSG00000100701,3,9,2,3,5,0,2,3
ENSMUSG00000101395,0,0,0,0,0,0,0,0
ENSMUSG00000088848,0,0,0,0,0,0,0,0
ENSMUSG00000095757,0,0,0,0,0,0,0,0
ENSMUSG00000041763,435,310,410,330,516,75,195,346
ENSMUSG00000047343,0,2,2,0,0,0,0,3
ENSMUSG00000090106,0,0,0,0,0,0,0,0
ENSMUSG00000091844,4,3,3,9,3,1,5,9
ENSMUSG00000026049,22,46,11,36,45,14,12,38
ENSMUSG00000101104,0,0,0,0,0,0,0,0
ENSMUSG00000026047,108,119,94,120,170,47,78,130
ENSMUSG00000041684,135,126,131,116,237,30,101,126
ENSMUSG00000026048,546,388,489,364,602,79,316,436
ENSMUSG00000046828,0,0,0,0,0,0,0,0
ENSMUSG00000089703,2,0,0,0,0,0,0,0
ENSMUSG00000100966,0,0,0,0,0,0,0,0
ENSMUSG00000100769,0,0,0,0,0,1,0,0
ENSMUSG00000101567,5,10,6,4,9,1,1,0
ENSMUSG00000056870,14,21,11,11,15,5,10,22
ENSMUSG00000102319,0,1,0,0,0,0,0,2
ENSMUSG00000089877,0,0,0,0,0,1,0,0
ENSMUSG00000101701,0,0,0,0,0,0,0,0
ENSMUSG00000103071,0,0,0,0,0,0,0,0
ENSMUSG00000100434,0,0,0,0,0,0,0,0
ENSMUSG00000100013,0,0,0,0,0,0,0,0
ENSMUSG00000101251,0,0,0,0,0,0,0,0
ENSMUSG00000101937,0,0,0,0,0,0,0,0
ENSMUSG00000026043,10,5,10,2,10,0,5,2
ENSMUSG00000105211,0,0,0,0,0,0,0,0
ENSMUSG00000026042,3010,3132,2804,1956,4007,949,2164,3270
ENSMUSG00000104476,0,0,1,1,1,0,3,4
ENSMUSG00000100218,0,0,0,0,0,0,0,0
ENSMUSG00000100361,1,1,0,0,0,0,0,0
ENSMUSG00000100894,1,0,1,0,0,0,0,0
ENSMUSG00000095121,0,0,0,0,0,0,0,0
ENSMUSG00000065255,0,0,0,0,0,0,0,0
ENSMUSG00000100843,0,0,0,0,0,1,0,0
ENSMUSG00000087764,0,0,0,0,0,0,0,0
ENSMUSG00000025995,202,217,180,146,350,49,118,182
ENSMUSG00000099850,0,0,0,0,0,0,0,0
ENSMUSG00000084817,0,0,1,0,1,0,0,4
ENSMUSG00000098549,0,0,0,0,0,0,0,1
ENSMUSG00000099381,0,0,0,0,0,0,0,0
ENSMUSG00000025993,1,2,1,1,3,1,0,3
ENSMUSG00000099946,0,0,0,0,0,0,0,0
ENSMUSG00000070896,1,1,0,0,0,0,0,0
ENSMUSG00000090682,1,0,0,0,0,0,0,0
ENSMUSG00000044457,0,0,0,0,0,0,0,0
ENSMUSG00000099432,0,0,0,0,0,0,0,0
ENSMUSG00000041144,36,41,47,52,47,8,19,53
ENSMUSG00000096047,0,0,0,2,1,0,0,0
ENSMUSG00000101262,4,5,3,0,9,1,2,0
ENSMUSG00000101337,1,1,2,5,2,0,0,5
ENSMUSG00000025986,298,401,283,297,439,80,191,402
ENSMUSG00000100213,5,4,7,1,8,2,3,9
ENSMUSG00000103129,0,0,0,0,0,0,0,0
ENSMUSG00000100160,1,0,1,0,0,0,0,0
ENSMUSG00000101921,0,0,0,0,0,0,0,0
ENSMUSG00000101447,0,0,0,0,0,0,0,0
ENSMUSG00000081185,0,0,0,0,1,0,0,0
ENSMUSG00000103246,0,0,0,0,0,0,0,0
ENSMUSG00000098876,0,0,0,0,0,0,0,0
ENSMUSG00000100530,0,0,0,0,0,0,0,0
ENSMUSG00000104067,1,0,0,0,0,0,0,0
ENSMUSG00000100033,6,7,4,0,10,0,3,4
ENSMUSG00000094968,0,0,0,0,0,0,0,0
ENSMUSG00000088017,0,0,0,0,0,0,0,0
ENSMUSG00000101996,0,0,0,0,0,0,0,0
ENSMUSG00000096973,8,8,9,0,2,2,0,2
ENSMUSG00000064943,0,0,0,0,0,0,1,0
ENSMUSG00000100866,0,0,0,0,0,0,0,0
ENSMUSG00000101721,0,0,0,0,0,0,0,0
ENSMUSG00000099376,0,0,0,0,0,0,0,0
ENSMUSG00000097883,3,6,1,4,5,0,2,1
ENSMUSG00000092790,0,0,0,0,0,0,0,0
ENSMUSG00000099698,0,0,0,0,0,0,0,0
ENSMUSG00000099454,0,0,0,0,0,0,0,0
ENSMUSG00000051616,0,0,0,0,0,0,0,0
ENSMUSG00000099627,0,0,0,0,0,0,0,0
ENSMUSG00000099577,0,0,0,0,0,0,0,0
ENSMUSG00000099882,0,0,0,0,0,0,0,0
ENSMUSG00000101760,0,0,0,0,0,0,0,0
ENSMUSG00000099608,0,0,0,0,0,0,0,0
ENSMUSG00000099864,0,0,0,0,0,0,0,0
ENSMUSG00000098249,0,0,0,0,0,0,0,0
ENSMUSG00000100451,0,0,0,0,0,0,0,0
ENSMUSG00000099941,0,0,0,0,0,0,0,0
ENSMUSG00000084531,0,0,0,0,1,0,0,0
ENSMUSG00000100816,1,0,1,0,5,0,0,0
ENSMUSG00000026109,261,220,184,191,201,35,134,188
ENSMUSG00000100671,0,0,0,0,0,0,0,0
ENSMUSG00000092906,0,0,0,0,0,0,0,0
ENSMUSG00000101242,0,1,0,0,1,0,0,0
ENSMUSG00000099924,0,0,1,0,0,0,0,1
ENSMUSG00000099625,1,0,0,0,0,0,0,0
ENSMUSG00000101799,1,1,1,1,0,0,0,0
ENSMUSG00000045954,19,24,11,15,24,4,13,31
ENSMUSG00000099741,0,0,0,0,0,0,0,0
ENSMUSG00000101702,0,0,0,0,0,0,0,0
ENSMUSG00000026107,48,44,55,31,58,10,36,47
ENSMUSG00000099413,0,0,0,0,0,0,0,0
ENSMUSG00000103424,0,0,0,0,0,0,0,0
ENSMUSG00000101741,0,1,0,0,0,0,0,0
ENSMUSG00000018417,496,395,425,333,612,84,286,473
ENSMUSG00000101724,1,1,2,2,1,0,0,4
ENSMUSG00000100313,0,2,4,3,7,1,3,6
ENSMUSG00000100696,0,0,0,0,0,0,0,0
ENSMUSG00000099135,0,0,0,0,0,0,0,0
ENSMUSG00000072324,1,2,0,0,2,0,0,1
ENSMUSG00000062939,0,1,0,0,0,0,2,0
ENSMUSG00000101628,4,0,12,0,12,0,4,2
ENSMUSG00000078291,2,1,0,3,1,0,1,1
ENSMUSG00000109599,3,7,6,3,6,2,4,3
ENSMUSG00000026104,4118,64,3647,63,4228,10,2358,85
ENSMUSG00000099569,5,0,10,0,20,0,7,0
ENSMUSG00000026103,334,628,413,523,507,102,300,611
ENSMUSG00000099648,0,0,0,0,0,0,0,0
ENSMUSG00000065192,0,0,0,0,0,0,0,0
ENSMUSG00000002881,332,338,280,331,467,74,211,309
ENSMUSG00000097833,7,10,3,2,9,0,5,3
ENSMUSG00000101501,0,0,0,0,0,0,0,0
ENSMUSG00000100120,0,0,0,0,0,0,0,0
ENSMUSG00000099878,0,0,0,0,0,0,0,0
ENSMUSG00000100007,0,0,0,0,0,0,0,0
ENSMUSG00000043015,68,120,64,58,95,24,32,86
ENSMUSG00000103630,1,0,0,1,0,0,1,0
ENSMUSG00000041439,115,118,119,101,126,25,84,103
ENSMUSG00000100302,1,0,0,0,0,0,0,0
ENSMUSG00000100230,1,0,0,0,0,0,0,0
ENSMUSG00000026102,259,143,249,78,437,33,157,120
ENSMUSG00000041426,104,88,96,48,172,16,50,71
ENSMUSG00000089802,0,0,0,0,0,0,0,0
ENSMUSG00000043629,8,3,2,2,9,3,7,2
ENSMUSG00000026100,0,0,0,0,0,0,0,0
ENSMUSG00000089334,0,0,0,0,0,0,0,0
ENSMUSG00000060715,0,0,0,0,1,0,0,2
ENSMUSG00000026098,63,50,34,38,69,10,34,54
ENSMUSG00000100763,0,0,0,0,1,0,1,0
ENSMUSG00000026097,67,57,31,39,123,9,32,34
ENSMUSG00000100679,0,0,0,0,0,0,0,0
ENSMUSG00000026096,59,28,41,39,65,12,20,29
ENSMUSG00000099913,0,1,0,0,0,0,0,0
ENSMUSG00000101838,0,0,0,0,0,0,0,1
ENSMUSG00000026095,49,58,43,38,67,15,22,32
ENSMUSG00000117809,0,0,0,0,0,0,0,0
ENSMUSG00000100267,0,0,0,0,0,0,0,0
ENSMUSG00000099450,0,0,0,0,0,0,0,0
ENSMUSG00000100069,0,0,0,0,0,0,0,0
ENSMUSG00000096141,0,1,4,1,5,0,4,1
ENSMUSG00000092657,0,0,0,0,0,0,0,0
ENSMUSG00000026094,85,85,101,71,165,18,65,84
ENSMUSG00000102405,0,0,0,0,0,0,0,0
ENSMUSG00000042807,71,38,40,11,70,5,16,37
ENSMUSG00000098443,0,0,0,0,0,0,0,0
ENSMUSG00000087949,0,0,0,0,0,0,0,0
ENSMUSG00000102868,0,0,0,0,0,0,0,0
ENSMUSG00000094013,1,0,0,0,0,0,0,0
ENSMUSG00000025983,3,5,1,4,2,0,2,5
ENSMUSG00000041303,159,117,157,105,256,11,104,106
ENSMUSG00000109809,0,0,0,0,0,0,0,1
ENSMUSG00000073678,359,535,305,481,507,129,202,593
ENSMUSG00000104136,0,0,1,0,0,0,0,0
ENSMUSG00000101130,0,0,0,0,0,0,0,0
ENSMUSG00000052331,18,48,24,29,33,4,6,48
ENSMUSG00000101674,0,0,0,0,0,0,0,0
ENSMUSG00000102503,0,0,0,0,0,0,0,0
ENSMUSG00000089245,0,0,0,0,0,0,0,0
ENSMUSG00000102642,0,0,0,0,1,0,0,1
ENSMUSG00000025982,1272,1052,1219,923,1818,237,729,1089
ENSMUSG00000103030,7,11,7,1,4,2,4,5
ENSMUSG00000025981,154,113,127,65,151,29,77,86
ENSMUSG00000101122,15,13,15,5,12,0,8,12
ENSMUSG00000025980,1548,1365,1163,1127,1557,308,629,1215
ENSMUSG00000073676,551,491,546,257,892,123,303,429
ENSMUSG00000100736,1,1,0,0,1,1,0,0
ENSMUSG00000089670,0,1,2,0,0,0,0,0
ENSMUSG00000025979,192,151,189,149,366,27,91,161
ENSMUSG00000061863,1,1,4,0,1,0,1,2
ENSMUSG00000025978,649,375,540,265,806,60,263,267
ENSMUSG00000097649,58,31,54,31,68,7,28,18
ENSMUSG00000046994,310,595,377,492,418,140,212,455
ENSMUSG00000025977,0,0,1,4,0,0,0,0
ENSMUSG00000100215,6,4,7,4,10,2,2,5
ENSMUSG00000101945,0,0,1,0,1,0,0,0
ENSMUSG00000101085,0,0,0,0,0,0,0,0
ENSMUSG00000038349,171,255,203,247,197,44,99,255
ENSMUSG00000102145,9,5,5,15,10,9,2,26
ENSMUSG00000100309,0,0,0,0,0,0,0,0
ENSMUSG00000102831,2,4,0,2,3,1,1,4
ENSMUSG00000099950,0,0,0,0,0,0,0,0
ENSMUSG00000102491,0,0,0,0,0,0,0,0
ENSMUSG00000100372,0,0,0,0,0,0,0,0
ENSMUSG00000100944,0,0,0,0,0,0,0,0
ENSMUSG00000101332,0,0,0,0,0,0,0,0
ENSMUSG00000045336,0,0,0,0,0,0,0,0
ENSMUSG00000038331,62,62,57,117,71,16,49,62
ENSMUSG00000087022,25,25,25,31,19,4,20,34
ENSMUSG00000104310,0,0,0,0,0,0,0,0
ENSMUSG00000094128,0,0,0,0,0,0,0,0
ENSMUSG00000099945,0,0,0,0,0,0,0,0
ENSMUSG00000101429,2,2,0,0,1,0,0,0
ENSMUSG00000101129,0,0,0,0,0,0,0,0
ENSMUSG00000097519,7,21,8,12,25,2,7,13
ENSMUSG00000038323,163,161,171,157,309,33,119,146
ENSMUSG00000048495,41,27,30,22,40,7,19,25
ENSMUSG00000025971,179,140,138,115,205,22,113,129
ENSMUSG00000077776,0,0,0,0,0,0,0,0
ENSMUSG00000088353,0,0,0,0,0,0,0,0
ENSMUSG00000101826,0,0,0,0,0,0,0,0
ENSMUSG00000102685,0,0,0,0,0,0,0,0
ENSMUSG00000101151,0,0,0,0,0,0,0,0
ENSMUSG00000038305,742,155,704,131,807,22,280,100
ENSMUSG00000091283,0,0,0,0,0,0,0,0
ENSMUSG00000054770,199,172,226,100,299,27,123,140
ENSMUSG00000026039,42,62,30,103,54,15,36,80
ENSMUSG00000063558,452,143,504,124,701,15,274,159
ENSMUSG00000064294,1,0,0,0,0,0,0,0
ENSMUSG00000089275,0,0,0,0,0,0,0,0
ENSMUSG00000038242,0,1,0,1,1,0,1,0
ENSMUSG00000089822,0,0,0,0,0,0,0,0
ENSMUSG00000079554,1,2,0,0,1,0,0,0
ENSMUSG00000103839,4,2,10,9,1,1,1,5
ENSMUSG00000051223,1338,1096,1047,664,2434,196,784,953
ENSMUSG00000026034,183,166,176,93,233,36,111,201
ENSMUSG00000026035,260,217,205,129,337,31,111,137
ENSMUSG00000026036,406,459,357,295,501,114,273,351
ENSMUSG00000026037,150,198,122,121,267,36,101,202
ENSMUSG00000094245,81,112,22,6,170,4,62,49
ENSMUSG00000085054,2,2,5,8,3,0,5,11
ENSMUSG00000038174,70,69,75,48,148,15,50,86
ENSMUSG00000026032,442,451,407,224,547,94,212,339
ENSMUSG00000100202,0,0,0,0,0,0,0,0
ENSMUSG00000099490,0,0,0,0,0,0,0,0
ENSMUSG00000059647,0,0,0,0,0,0,0,0
ENSMUSG00000047528,0,0,0,0,1,0,0,0
ENSMUSG00000102059,4,2,1,4,0,0,2,1
ENSMUSG00000101046,0,0,0,0,0,0,0,0
ENSMUSG00000026031,469,283,640,171,648,77,392,332
ENSMUSG00000100236,0,1,0,0,0,0,0,0
ENSMUSG00000026029,55,27,39,7,46,4,14,8
ENSMUSG00000102719,0,1,3,0,1,0,0,1
ENSMUSG00000099719,0,0,0,0,0,0,0,1
ENSMUSG00000026028,1495,1348,1717,1360,1625,308,745,1290
ENSMUSG00000026027,516,411,486,288,458,87,258,273
ENSMUSG00000072295,1,0,0,0,0,0,0,1
ENSMUSG00000047383,0,0,0,0,0,0,0,0
ENSMUSG00000099752,0,0,0,0,0,0,0,0
ENSMUSG00000077616,0,0,0,0,0,0,0,0
ENSMUSG00000038079,240,287,219,168,335,64,120,189
ENSMUSG00000097573,8,14,10,8,7,4,6,24
ENSMUSG00000079550,4,1,6,4,9,0,1,6
ENSMUSG00000101586,6,7,6,1,8,1,3,6
ENSMUSG00000099563,0,0,0,1,1,0,1,0
ENSMUSG00000026024,981,714,974,557,1660,151,507,756
ENSMUSG00000026023,1,1,0,1,0,0,0,1
ENSMUSG00000099922,0,0,0,0,1,0,0,0
ENSMUSG00000104502,0,0,0,0,1,0,0,0
ENSMUSG00000041075,990,1207,1168,1055,851,257,747,918
ENSMUSG00000097819,12,5,5,3,1,2,3,8
ENSMUSG00000047361,71,75,71,36,89,18,45,56
ENSMUSG00000099811,0,0,0,0,0,0,0,0
ENSMUSG00000101409,0,0,0,0,0,0,1,0
ENSMUSG00000026021,146,137,100,88,181,15,75,70
ENSMUSG00000089276,0,0,0,0,0,0,0,2
ENSMUSG00000103821,2,2,5,7,7,0,3,6
ENSMUSG00000101400,0,0,0,1,1,0,0,0
ENSMUSG00000026020,385,542,391,444,418,126,187,464
ENSMUSG00000077345,0,3,0,0,0,0,1,1
ENSMUSG00000077358,0,0,0,0,0,0,0,0
ENSMUSG00000089512,2,2,5,0,3,0,1,3
ENSMUSG00000089093,1,2,0,1,4,0,2,3
ENSMUSG00000067336,1427,1512,1604,1670,2225,321,1159,1732
ENSMUSG00000104052,0,2,1,0,1,0,1,2
ENSMUSG00000103131,2,0,1,0,0,0,0,0
ENSMUSG00000041040,466,544,447,484,478,103,195,425
ENSMUSG00000103696,1,3,3,2,0,1,4,3
ENSMUSG00000100901,1,0,1,0,0,0,0,1
ENSMUSG00000026018,2,4,3,7,3,2,3,9
ENSMUSG00000026019,265,307,201,154,395,56,153,208
ENSMUSG00000026017,57,55,53,26,69,14,39,54
ENSMUSG00000082609,1,1,0,1,0,1,0,1
ENSMUSG00000073664,133,133,189,102,259,33,89,130
ENSMUSG00000100516,0,0,0,0,0,0,0,0
ENSMUSG00000049439,376,399,309,181,580,69,209,302
ENSMUSG00000103822,1,1,0,1,0,0,0,0
ENSMUSG00000026782,2312,3033,2640,2664,2709,731,1474,2975
ENSMUSG00000026014,103,172,132,349,122,29,56,165
ENSMUSG00000081562,1,0,1,0,1,0,1,0
ENSMUSG00000084400,0,0,1,0,2,0,0,0
ENSMUSG00000082160,0,0,0,0,0,0,0,0
ENSMUSG00000103215,0,0,0,0,0,0,0,0
ENSMUSG00000088973,0,0,0,0,0,0,0,0
ENSMUSG00000084151,0,0,0,0,0,0,0,0
ENSMUSG00000101188,64,49,40,16,115,14,23,35
ENSMUSG00000026012,1,1,0,1,0,0,0,0
ENSMUSG00000086795,0,0,0,0,0,0,0,0
ENSMUSG00000085965,0,1,0,0,0,0,0,0
ENSMUSG00000104069,0,1,0,0,0,0,0,0
ENSMUSG00000083118,0,0,0,0,0,0,0,0
ENSMUSG00000083355,0,0,0,0,0,0,0,0
ENSMUSG00000102549,0,0,0,0,0,0,0,0
ENSMUSG00000026011,0,0,0,0,0,0,0,0
ENSMUSG00000081382,51,48,47,30,52,17,27,29
ENSMUSG00000080800,0,0,0,0,0,0,0,0
ENSMUSG00000026009,0,0,0,1,0,0,0,0
ENSMUSG00000102561,0,0,0,0,0,0,0,0
ENSMUSG00000082804,0,0,0,0,0,0,0,0
ENSMUSG00000082661,1,0,2,0,0,0,0,0
ENSMUSG00000080785,0,0,0,0,0,0,0,0
ENSMUSG00000100893,0,0,0,0,0,0,0,0
ENSMUSG00000085248,0,0,0,0,0,0,0,0
ENSMUSG00000085447,0,0,0,0,0,0,0,0
ENSMUSG00000086408,0,0,0,0,0,0,0,0
ENSMUSG00000089546,0,0,0,0,0,0,0,0
ENSMUSG00000100965,0,0,0,0,0,0,0,0
